Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Exchange
WTFC,Wintrust Financial Corporation,71.78,$4.07B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wtfc,NASDAQ
WTFCM,Wintrust Financial Corporation,28.7551,$143.78M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wtfcm,NASDAQ
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,41.7599,$25.06M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agnd,NASDAQ
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,69.8515,$136.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cxse,NASDAQ
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,21.5856,$35.62M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emcg,NASDAQ
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,71.67,$35.84M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emcb,NASDAQ
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,23.69,$71.07M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dgre,NASDAQ
DXGE,WisdomTree Germany Hedged Equity Fund,29.445,$45.64M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dxge,NASDAQ
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,23.2388,$250.98M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyzd,NASDAQ
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,47.5773,$80.88M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agzd,NASDAQ
WETF,"WisdomTree Investments, Inc.",6.07,$941.17M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/wetf,NASDAQ
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,37.77,$64.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dxjs,NASDAQ
GULF,WisdomTree Middle East Dividend Fund,20.817,$22.9M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gulf,NASDAQ
HYND,WisdomTree Negative Duration High Yield Bond Fund,19.3,$34.74M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hynd,NASDAQ
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,43.11,$2.65B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dgrw,NASDAQ
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,34.4742,$115.49M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dgrs,NASDAQ
WIX,Wix.com Ltd.,145.21,$7.24B,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wix,NASDAQ
WWD,"Woodward, Inc.",111.12,$6.9B,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wwd,NASDAQ
WDAY,"Workday, Inc.",209.03,$47.24B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/wday,NASDAQ
WKHS,"Workhorse Group, Inc.",2.42,$158.4M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/wkhs,NASDAQ
WRLD,World Acceptance Corporation,153.57,$1.43B,1991,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wrld,NASDAQ
WRTC,"Wrap Technologies, Inc.",6.47,$179.22M,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/wrtc,NASDAQ
WMGI,Wright Medical Group N.V.,31.31,$3.95B,2011,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/wmgi,NASDAQ
WSFS,WSFS Financial Corporation,41.04,$2.19B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wsfs,NASDAQ
WVFC,WVS Financial Corp.,17.8105,$34.62M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/wvfc,NASDAQ
WYNN,"Wynn Resorts, Limited",115.68,$12.45B,2002,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/wynn,NASDAQ
XFOR,"X4 Pharmaceuticals, Inc.",14.75,$183.21M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xfor,NASDAQ
XBIT,XBiotech Inc.,7.28,$298.2M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbit,NASDAQ
XELB,"Xcel Brands, Inc",1.3,$24.59M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/xelb,NASDAQ
XEL,Xcel Energy Inc.,59.88,$30.82B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/xel,NASDAQ
XNCR,"Xencor, Inc.",32.55,$1.83B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xncr,NASDAQ
XBIO,"Xenetic Biosciences, Inc.",0.59,$6.16M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbio,NASDAQ
XENE,Xenon Pharmaceuticals Inc.,9.33,$240.46M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xene,NASDAQ
XERS,"Xeris Pharmaceuticals, Inc.",10.42,$280.72M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xers,NASDAQ
XLNX,"Xilinx, Inc.",104.53,$26.54B,1990,Technology,Semiconductors,https://www.nasdaq.com/symbol/xlnx,NASDAQ
XOMA,XOMA Corporation,17.07,$148.92M,1986,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xoma,NASDAQ
XPER,Xperi Corporation,19.46,$959.07M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/xper,NASDAQ
XSPA,"XpresSpa Group, Inc. ",1.6999,$3.33M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/xspa,NASDAQ
XTLB,XTL Biopharmaceuticals Ltd.,2.05,$10.54M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xtlb,NASDAQ
XNET,Xunlei Limited,2.55,$171.97M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/xnet,NASDAQ
XYN,"Xynomic Pharmaceuticals Holdings, Inc.",3.11,$144.18M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xyn,NASDAQ
XYNPW,"Xynomic Pharmaceuticals Holdings, Inc.",0.2398,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xynpw,NASDAQ
YNDX,Yandex N.V.,38.36,$12.53B,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/yndx,NASDAQ
YRIV,Yangtze River Port and Logistics Limited ,0.4561,$80.98M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/yriv,NASDAQ
YTRA,"Yatra Online, Inc.",4.03,$182.97M,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/ytra,NASDAQ
YTEN,"Yield10 Bioscience, Inc.",0.844,$10.55M,n/a,Basic Industries,Containers/Packaging,https://www.nasdaq.com/symbol/yten,NASDAQ
YIN,Yintech Investment Holdings Limited,4.36,$311.45M,2016,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/yin,NASDAQ
YMAB,"Y-mAbs Therapeutics, Inc.",20.78,$710.54M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ymab,NASDAQ
YOGA,"YogaWorks, Inc.",0.6978,$11.72M,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/yoga,NASDAQ
YGYI,"Youngevity International, Inc.",5.52,$159.48M,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ygyi,NASDAQ
YRCW,"YRC Worldwide, Inc.",4.08,$141.05M,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/yrcw,NASDAQ
YJ,Yunji Inc.,10.95,$2.36B,2019,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/yj,NASDAQ
YY,YY Inc.,74.95,$5.91B,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/yy,NASDAQ
ZFGN,"Zafgen, Inc.",1.39,$51.88M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zfgn,NASDAQ
ZAGG,ZAGG Inc,7.01,$203.76M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/zagg,NASDAQ
ZLAB,Zai Lab Limited,31.94,$1.86B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zlab,NASDAQ
ZEAL,Zealand Pharma A/S,20.88,$661.09M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zeal,NASDAQ
ZBRA,Zebra Technologies Corporation,192.99,$10.42B,1991,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/zbra,NASDAQ
Z,"Zillow Group, Inc.",46.11,$6.48B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/z,NASDAQ
ZG,"Zillow Group, Inc.",45.34,$9.3B,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/zg,NASDAQ
ZN,Zion Oil & Gas Inc,0.3684,$26.89M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/zn,NASDAQ
ZNWAA,Zion Oil & Gas Inc,n/a,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/znwaa,NASDAQ
ZION,Zions Bancorporation N.A.,44.04,$8.04B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/zion,NASDAQ
ZIONW,Zions Bancorporation N.A.,12.13,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/zionw,NASDAQ
ZIOP,ZIOPHARM Oncology Inc,5.72,$928.9M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ziop,NASDAQ
ZIXI,Zix Corporation,9.61,$533.81M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/zixi,NASDAQ
ZKIN,"ZK International Group Co., Ltd",1.35,$22.35M,2017,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/zkin,NASDAQ
ZGNX,"Zogenix, Inc.",40.3,$1.71B,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zgnx,NASDAQ
ZM,"Zoom Video Communications, Inc.",98.11,$26.73B,2019,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/zm,NASDAQ
ZSAN,Zosano Pharma Corporation,2.81,$49.8M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zsan,NASDAQ
ZVO,Zovio Inc.,3.53,$106.67M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/zvo,NASDAQ
ZS,"Zscaler, Inc.",76.74,$9.64B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/zs,NASDAQ
ZUMZ,Zumiez Inc.,23.64,$608.51M,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/zumz,NASDAQ
ZYNE,"Zynerba Pharmaceuticals, Inc.",13.42,$282.83M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zyne,NASDAQ
ZYXI,"Zynex, Inc.",9.5,$306.33M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/zyxi,NASDAQ
ZNGA,Zynga Inc.,6.02,$5.63B,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/znga,NASDAQ
XXII,"22nd Century Group, Inc",2.17,$270.51M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/xxii,NYSE
FAX,Aberdeen Asia-Pacific Income Fund Inc,4.1,$1.02B,1986,n/a,n/a,https://www.nasdaq.com/symbol/fax,NYSE
IAF,Aberdeen Australia Equity Fund Inc,5.41,$123.04M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iaf,NYSE
AEF,"Aberdeen Emerging Markets Equity Income Fund, Inc.",7.145,$426.61M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aef,NYSE
FCO,"Aberdeen Global Income Fund, Inc.",8.21,$71.63M,1992,n/a,n/a,https://www.nasdaq.com/symbol/fco,NYSE
ACU,Acme United Corporation.,20.92,$70.13M,1988,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acu,NYSE
ATNM,"Actinium Pharmaceuticals, Inc.",0.25,$40.51M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnm,NYSE
AE,"Adams Resources & Energy, Inc.",34.24,$144.42M,n/a,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/ae,NYSE
ACY,AeroCentury Corp.,7.84,$12.12M,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/acy,NYSE
UAVS,"AgEagle Aerial Systems, Inc.",0.2906,$4.34M,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/uavs,NYSE
AGE,"AgeX Therapeutics, Inc.",3.1,$116.65M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/age,NYSE
AIRI,Air Industries Group,1,$28.66M,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/airi,NYSE
AXU,Alexco Resource Corp,1.0498,$122.82M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/axu,NYSE
ALO,Alio Gold Inc.,0.61,$51.67M,2011,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/alo,NYSE
AAU,"Almaden Minerals, Ltd.",0.5339,$59.65M,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aau,NYSE
APT,"Alpha Pro Tech, Ltd.",3.53,$47.71M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/apt,NYSE
AAMC,Altisource Asset Management Corp,13.75,$21.85M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/aamc,NYSE
AMBO,Ambow Education Holding Ltd.,3.95,$85.84M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ambo,NYSE
DIT,AMCON Distributing Company,94.37,$55.94M,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/dit,NYSE
AMS,American Shared Hospital Services,3.03,$17.31M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ams,NYSE
USAS,Americas Silver Corporation,1.89,$147.03M,2017,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/usas,NYSE
AMPE,"Ampio Pharmaceuticals, Inc.",0.4799,$53.61M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ampe,NYSE
ARNC^,Arconic Inc.,87.8319,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arnc^,NYSE
ARMP,"Armata Pharmaceuticals, Inc.",2.8,$27.89M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/armp,NYSE
AKG,Asanko Gold Inc.,0.5199,$117.4M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/akg,NYSE
AINC,Ashford Inc.,39.49,$97.55M,2014,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ainc,NYSE
AUG,Auryn Resources Inc.,1.54,$145.54M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aug,NYSE
AWX,Avalon Holdings Corporation,2.365,$9.17M,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/awx,NYSE
ASM,Avino Silver,0.4851,$31.54M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/asm,NYSE
BTG,B2Gold Corp,2.78,$2.79B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/btg,NYSE
BTN,"Ballantyne Strong, Inc",3.02,$43.85M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/btn,NYSE
BKJ,"Bancorp of New Jersey, Inc",13.04,$95.11M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bkj,NYSE
BCV,Bancroft Fund Limited,21.52,$113.09M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcv,NYSE
BCV^A,Bancroft Fund Limited,25.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcv^a,NYSE
BHB,"Bar Harbor Bankshares, Inc.",24.67,$383M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bhb,NYSE
BRN,"Barnwell Industries, Inc.",1.23,$10.18M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/brn,NYSE
BGSF,BG Staffing Inc,17.85,$182.6M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/bgsf,NYSE
BIOX,Bioceres Crop Solutions Corp.,5.06,$182.77M,2018,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/biox,NYSE
BIOX.WS,Bioceres Crop Solutions Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/biox.ws,NYSE
BPMX,BioPharmX Corporation,0.8596,$9.18M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpmx,NYSE
BTX,"BioTime, Inc.",1.03,$154.13M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/btx,NYSE
BGI,Birks Group Inc.,0.9619,$17.28M,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/bgi,NYSE
BKTI,BK Technologies Corporation,3.9,$49.54M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/bkti,NYSE
BDR,"Blonder Tongue Laboratories, Inc.",0.957,$9.18M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/bdr,NYSE
BRG,"Bluerock Residential Growth REIT, Inc.",12.14,$273.58M,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/brg,NYSE
BRG^A,"Bluerock Residential Growth REIT, Inc.",26.59,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brg^a,NYSE
BRG^C,"Bluerock Residential Growth REIT, Inc.",26.4841,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brg^c,NYSE
BRG^D,"Bluerock Residential Growth REIT, Inc.",25.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brg^d,NYSE
DMF,BNY Mellon Municipal Income Inc.,8.49,$176.14M,1988,n/a,n/a,https://www.nasdaq.com/symbol/dmf,NYSE
BWL.A,"Bowl America, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bwl.a,NYSE
CMCL,Caledonia Mining Corporation Plc,5.55,$59.66M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/cmcl,NYSE
CEI,"Camber Energy, Inc.",0.1781,$3.56M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cei,NYSE
CANF,Can-Fite Biopharma Ltd,2.87,$9.54M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/canf,NYSE
ROX,"Castle Brands, Inc.",0.5151,$87.06M,2006,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/rox,NYSE
YCBD,"cbdMD, Inc.",6.03,$167.15M,2017,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ycbd,NYSE
CVM,Cel-Sci Corporation,6.12,$206.26M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cvm,NYSE
CET,Central Securities Corporation,29.65,$755.56M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cet,NYSE
LEU,Centrus Energy Corp.,3.14,$29.7M,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/leu,NYSE
CHAC,Chardan Healthcare Acquisition Corp.,9.78,$85.58M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/chac,NYSE
CHAC.U,Chardan Healthcare Acquisition Corp.,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/chac.u,NYSE
CHAC.WS,Chardan Healthcare Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chac.ws,NYSE
CCF,Chase Corporation,108.09,$1.02B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ccf,NYSE
CQP,"Cheniere Energy Partners, LP",41.84,$20.25B,2007,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/cqp,NYSE
LNG,"Cheniere Energy, Inc.",65.71,$16.91B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/lng,NYSE
CVR,Chicago Rivet & Machine Co.,28.6201,$27.65M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvr,NYSE
CPHI,"China Pharma Holdings, Inc.",0.27,$11.77M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cphi,NYSE
CKX,"CKX Lands, Inc.",9.51,$18.47M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ckx,NYSE
CCC.WS,Clarivate Analytics Plc,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ccc.ws,NYSE
GLV,Clough Global Dividend and Income Fund,11.02,$77.21M,2004,n/a,n/a,https://www.nasdaq.com/symbol/glv,NYSE
GLQ,Clough Global Equity Fund,12.61,$139.03M,2005,n/a,n/a,https://www.nasdaq.com/symbol/glq,NYSE
GLO,Clough Global Opportunities Fund,9.32,$300.33M,2006,n/a,n/a,https://www.nasdaq.com/symbol/glo,NYSE
COHN,Cohen & Company Inc.,4.78,$5.82M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cohn,NYSE
CIX,CompX International Inc.,15.16,$188.52M,1998,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cix,NYSE
LODE,"Comstock Mining, Inc.",0.1816,$14.76M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/lode,NYSE
CDOR,"Condor Hospitality Trust, Inc.",9.06,$108M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor,NYSE
CTO,Consolidated-Tomoka Land Co.,59.78,$295.94M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cto,NYSE
MCF,Contango Oil & Gas Company,1.89,$65.08M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcf,NYSE
CUO,Continental Materials Corporation,16.7,$28.65M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cuo,NYSE
CMT,Core Molding Technologies Inc,7.25,$59.05M,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/cmt,NYSE
CVRS,"Corindus Vascular Robotics, Inc.",2.84,$587.03M,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cvrs,NYSE
CRMD,CorMedix Inc.,7.25,$172.65M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crmd,NYSE
CRF,"Cornerstone Strategic Return Fund, Inc. (The)",11.09,$426.89M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crf,NYSE
CLM,"Cornerstone Strategic Value Fund, Inc.",11.43,$832.25M,1987,n/a,n/a,https://www.nasdaq.com/symbol/clm,NYSE
CVU,"CPI Aerostructures, Inc.",7.89,$93.26M,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/cvu,NYSE
CIK,"Credit Suisse Asset Management Income Fund, Inc.",3.08,$161.1M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cik,NYSE
DHY,Credit Suisse High Yield Bond Fund,2.49,$257.62M,1998,n/a,n/a,https://www.nasdaq.com/symbol/dhy,NYSE
CRHM,CRH Medical Corporation,2.94,$209.97M,2015,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/crhm,NYSE
CTEK,"CynergisTek, Inc.",4.88,$47.69M,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctek,NYSE
DXR,Daxor Corporation,8.71,$32.64M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxr,NYSE
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",14.69,$71.06M,1993,n/a,n/a,https://www.nasdaq.com/symbol/vcf,NYSE
VFL,Delaware Investments Florida Insured Municipal Income Fund,13.1523,$59.56M,1993,n/a,n/a,https://www.nasdaq.com/symbol/vfl,NYSE
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",12.9,$148.41M,1993,n/a,n/a,https://www.nasdaq.com/symbol/vmm,NYSE
DLA,"Delta Apparel, Inc.",22.59,$156.67M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/dla,NYSE
DNN,Denison Mine Corp,0.5188,$305.86M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/dnn,NYSE
DGSE,"DGSE Companies, Inc.",1,$26.92M,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/dgse,NYSE
DSS,"Document Security Systems, Inc.",0.4719,$8.5M,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/dss,NYSE
DPW,"DPW Holdings, Inc.",0.1411,$5.32M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dpw,NYSE
DXF,Dunxin Financial Holdings Limited,2.2,$45.87M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dxf,NYSE
GRF,"Eagle Capital Growth Fund, Inc.",7.76,$30.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grf,NYSE
EVM,Eaton Vance California Municipal Bond Fund,10.93,$275.62M,2002,n/a,n/a,https://www.nasdaq.com/symbol/evm,NYSE
CEV,Eaton Vance California Municipal Income Trust,12.31,$87.81M,1999,n/a,n/a,https://www.nasdaq.com/symbol/cev,NYSE
EVV,Eaton Vance Limited Duration Income Fund,12.64,$1.47B,2003,n/a,n/a,https://www.nasdaq.com/symbol/evv,NYSE
EIM,Eaton Vance Municipal Bond Fund,12.64,$1.02B,2002,n/a,n/a,https://www.nasdaq.com/symbol/eim,NYSE
ENX,Eaton Vance New York Municipal Bond Fund,12.12,$219.59M,2002,n/a,n/a,https://www.nasdaq.com/symbol/enx,NYSE
EVY,Eaton Vance New York Municipal Income Trust,12.86,$70.01M,1999,n/a,n/a,https://www.nasdaq.com/symbol/evy,NYSE
ELMD,"Electromed, Inc.",5.34,$44.9M,2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/elmd,NYSE
ELLO,Ellomay Capital Ltd.,9.24,$98.67M,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ello,NYSE
ECF,Ellsworth Growth and Income Fund Ltd.,9.85,$128.28M,1986,n/a,n/a,https://www.nasdaq.com/symbol/ecf,NYSE
ECF^A,Ellsworth Growth and Income Fund Ltd.,25.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ecf^a,NYSE
EMAN,eMagin Corporation,0.4994,$24.56M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/eman,NYSE
MSN,Emerson Radio Corporation,1.0273,$21.62M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/msn,NYSE
EMX,EMX Royalty Corporation,1.1899,$97.45M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/emx,NYSE
UUUU,Energy Fuels Inc,3.12,$291.78M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/uuuu,NYSE
